ProductKey,OrderDateKey,DueDateKey,ShipDateKey,CustomerKey,PromotionKey,CurrencyKey,SalesTerritoryKey,SalesOrderNumber,SalesOrderLineNumber,RevisionNumber,OrderQuantity,UnitPrice,ExtendedAmount,UnitPriceDiscountPct,DiscountAmount,ProductStandardCost,TotalProductCost,SalesAmount,TaxAmt,Freight,CarrierTrackingNumber,CustomerPONumber,OrderDate,DueDate,ShipDate
314,20110116,20110128,20110123,16526,1,6,9,SO43773,1,1,1,3578.27,3578.27,0.0,0.0,2171.2942,2171.2942,3578.27,286.2616,89.4568,,,2011-01-16,2011-01-28,2011-01-23
313,20110116,20110128,20110123,16348,1,6,9,SO43774,1,1,1,3578.27,3578.27,0.0,0.0,2171.2942,2171.2942,3578.27,286.2616,89.4568,,,2011-01-16,2011-01-28,2011-01-23
347,20110116,20110128,20110123,11027,1,6,9,SO43775,1,1,1,3399.99,3399.99,0.0,0.0,1912.1544,1912.1544,3399.99,271.9992,84.9998,,,2011-01-16,2011-01-28,2011-01-23
314,20110117,20110129,20110124,13260,1,29,8,SO43776,1,1,1,3578.27,3578.27,0.0,0.0,2171.2942,2171.2942,3578.27,286.2616,89.4568,,,2011-01-17,2011-01-29,2011-01-24
311,20110117,20110129,20110124,16515,1,6,9,SO43777,1,1,1,3578.27,3578.27,0.0,0.0,2171.2942,2171.2942,3578.27,286.2616,89.4568,,,2011-01-17,2011-01-29,2011-01-24
345,20110117,20110129,20110124,11018,1,6,9,SO43778,1,1,1,3399.99,3399.99,0.0,0.0,1912.1544,1912.1544,3399.99,271.9992,84.9998,,,2011-01-17,2011-01-29,2011-01-24
326,20110117,20110129,20110124,25252,1,6,9,SO43779,1,1,1,699.0982,699.0982,0.0,0.0,413.1463,413.1463,699.0982,55.9279,17.4775,,,2011-01-17,2011-01-29,2011-01-24
311,20110118,20110130,20110125,11599,1,39,7,SO43780,1,1,1,3578.27,3578.27,0.0,0.0,2171.2942,2171.2942,3578.27,286.2616,89.4568,,,2011-01-18,2011-01-30,2011-01-25
312,20110118,20110130,20110125,16495,1,6,9,SO43781,1,1,1,3578.27,3578.27,0.0,0.0,2171.2942,2171.2942,3578.27,286.2616,89.4568,,,2011-01-18,2011-01-30,2011-01-25
312,20110118,20110130,20110125,16516,1,6,9,SO43782,1,1,1,3578.27,3578.27,0.0,0.0,2171.2942,2171.2942,3578.27,286.2616,89.4568,,,2011-01-18,2011-01-30,2011-01-25
312,20110118,20110130,20110125,16620,1,6,9,SO43783,1,1,1,3578.27,3578.27,0.0,0.0,2171.2942,2171.2942,3578.27,286.2616,89.4568,,,2011-01-18,2011-01-30,2011-01-25
310,20110119,20110131,20110126,27667,1,100,4,SO43784,1,1,1,3578.27,3578.27,0.0,0.0,2171.2942,2171.2942,3578.27,286.2616,89.4568,,,2011-01-19,2011-01-31,2011-01-26
311,20110119,20110131,20110126,11601,1,39,7,SO43785,1,1,1,3578.27,3578.27,0.0,0.0,2171.2942,2171.2942,3578.27,286.2616,89.4568,,,2011-01-19,2011-01-31,2011-01-26
311,20110119,20110131,20110126,11607,1,39,7,SO43786,1,1,1,3578.27,3578.27,0.0,0.0,2171.2942,2171.2942,3578.27,286.2616,89.4568,,,2011-01-19,2011-01-31,2011-01-26
344,20110119,20110131,20110126,29385,1,29,8,SO43787,1,1,1,3399.99,3399.99,0.0,0.0,1912.1544,1912.1544,3399.99,271.9992,84.9998,,,2011-01-19,2011-01-31,2011-01-26
351,20110119,20110131,20110126,11239,1,98,10,SO43788,1,1,1,3374.99,3374.99,0.0,0.0,1898.0944,1898.0944,3374.99,269.9992,84.3748,,,2011-01-19,2011-01-31,2011-01-26
351,20110119,20110131,20110126,25865,1,100,1,SO43789,1,1,1,3374.99,3374.99,0.0,0.0,1898.0944,1898.0944,3374.99,269.9992,84.3748,,,2011-01-19,2011-01-31,2011-01-26
344,20110119,20110131,20110126,25857,1,100,1,SO43790,1,1,1,3399.99,3399.99,0.0,0.0,1912.1544,1912.1544,3399.99,271.9992,84.9998,,,2011-01-19,2011-01-31,2011-01-26
314,20110119,20110131,20110126,16484,1,6,9,SO43791,1,1,1,3578.27,3578.27,0.0,0.0,2171.2942,2171.2942,3578.27,286.2616,89.4568,,,2011-01-19,2011-01-31,2011-01-26
312,20110119,20110131,20110126,16623,1,6,9,SO43792,1,1,1,3578.27,3578.27,0.0,0.0,2171.2942,2171.2942,3578.27,286.2616,89.4568,,,2011-01-19,2011-01-31,2011-01-26
344,20110119,20110131,20110126,11000,1,6,9,SO43793,1,1,1,3399.99,3399.99,0.0,0.0,1912.1544,1912.1544,3399.99,271.9992,84.9998,,,2011-01-19,2011-01-31,2011-01-26
347,20110119,20110131,20110126,11029,1,6,9,SO43794,1,1,1,3399.99,3399.99,0.0,0.0,1912.1544,1912.1544,3399.99,271.9992,84.9998,,,2011-01-19,2011-01-31,2011-01-26
312,20110120,20110201,20110127,27615,1,100,4,SO43795,1,1,1,3578.27,3578.27,0.0,0.0,2171.2942,2171.2942,3578.27,286.2616,89.4568,,,2011-01-20,2011-02-01,2011-01-27
342,20110120,20110201,20110127,17956,1,39,7,SO43796,1,1,1,699.0982,699.0982,0.0,0.0,413.1463,413.1463,699.0982,55.9279,17.4775,,,2011-01-20,2011-02-01,2011-01-27
312,20110120,20110201,20110127,16345,1,6,9,SO43797,1,1,1,3578.27,3578.27,0.0,0.0,2171.2942,2171.2942,3578.27,286.2616,89.4568,,,2011-01-20,2011-02-01,2011-01-27
310,20110120,20110201,20110127,16521,1,6,9,SO43798,1,1,1,3578.27,3578.27,0.0,0.0,2171.2942,2171.2942,3578.27,286.2616,89.4568,,,2011-01-20,2011-02-01,2011-01-27
312,20110120,20110201,20110127,16636,1,6,9,SO43799,1,1,1,3578.27,3578.27,0.0,0.0,2171.2942,2171.2942,3578.27,286.2616,89.4568,,,2011-01-20,2011-02-01,2011-01-27
311,20110121,20110202,20110128,21710,1,19,6,SO43800,1,1,1,3578.27,3578.27,0.0,0.0,2171.2942,2171.2942,3578.27,286.2616,89.4568,,,2011-01-21,2011-02-02,2011-01-28
311,20110121,20110202,20110128,13583,1,98,10,SO43801,1,1,1,3578.27,3578.27,0.0,0.0,2171.2942,2171.2942,3578.27,286.2616,89.4568,,,2011-01-21,2011-02-02,2011-01-28
312,20110121,20110202,20110128,11593,1,39,7,SO43802,1,1,1,3578.27,3578.27,0.0,0.0,2171.2942,2171.2942,3578.27,286.2616,89.4568,,,2011-01-21,2011-02-02,2011-01-28
314,20110122,20110203,20110129,21741,1,19,6,SO43803,1,1,1,3578.27,3578.27,0.0,0.0,2171.2942,2171.2942,3578.27,286.2616,89.4568,,,2011-01-22,2011-02-03,2011-01-29
310,20110122,20110203,20110129,13585,1,98,10,SO43804,1,1,1,3578.27,3578.27,0.0,0.0,2171.2942,2171.2942,3578.27,286.2616,89.4568,,,2011-01-22,2011-02-03,2011-01-29
328,20110122,20110203,20110129,14510,1,100,1,SO43805,1,1,1,699.0982,699.0982,0.0,0.0,413.1463,413.1463,699.0982,55.9279,17.4775,,,2011-01-22,2011-02-03,2011-01-29
312,20110122,20110203,20110129,16523,1,6,9,SO43806,1,1,1,3578.27,3578.27,0.0,0.0,2171.2942,2171.2942,3578.27,286.2616,89.4568,,,2011-01-22,2011-02-03,2011-01-29
312,20110123,20110204,20110130,11611,1,39,7,SO43807,1,1,1,3578.27,3578.27,0.0,0.0,2171.2942,2171.2942,3578.27,286.2616,89.4568,,,2011-01-23,2011-02-04,2011-01-30
313,20110123,20110204,20110130,13259,1,29,8,SO43808,1,1,1,3578.27,3578.27,0.0,0.0,2171.2942,2171.2942,3578.27,286.2616,89.4568,,,2011-01-23,2011-02-04,2011-01-30
310,20110123,20110204,20110130,16350,1,6,9,SO43809,1,1,1,3578.27,3578.27,0.0,0.0,2171.2942,2171.2942,3578.27,286.2616,89.4568,,,2011-01-23,2011-02-04,2011-01-30
345,20110123,20110204,20110130,11004,1,6,9,SO43810,1,1,1,3399.99,3399.99,0.0,0.0,1912.1544,1912.1544,3399.99,271.9992,84.9998,,,2011-01-23,2011-02-04,2011-01-30
346,20110123,20110204,20110130,11026,1,6,9,SO43811,1,1,1,3399.99,3399.99,0.0,0.0,1912.1544,1912.1544,3399.99,271.9992,84.9998,,,2011-01-23,2011-02-04,2011-01-30
312,20110124,20110205,20110131,27662,1,100,4,SO43812,1,1,1,3578.27,3578.27,0.0,0.0,2171.2942,2171.2942,3578.27,286.2616,89.4568,,,2011-01-24,2011-02-05,2011-01-31
350,20110124,20110205,20110131,28390,1,39,7,SO43813,1,1,1,3374.99,3374.99,0.0,0.0,1898.0944,1898.0944,3374.99,269.9992,84.3748,,,2011-01-24,2011-02-05,2011-01-31
350,20110124,20110205,20110131,25866,1,100,1,SO43814,1,1,1,3374.99,3374.99,0.0,0.0,1898.0944,1898.0944,3374.99,269.9992,84.3748,,,2011-01-24,2011-02-05,2011-01-31
311,20110124,20110205,20110131,16494,1,6,9,SO43815,1,1,1,3578.27,3578.27,0.0,0.0,2171.2942,2171.2942,3578.27,286.2616,89.4568,,,2011-01-24,2011-02-05,2011-01-31
314,20110124,20110205,20110131,16496,1,6,9,SO43816,1,1,1,3578.27,3578.27,0.0,0.0,2171.2942,2171.2942,3578.27,286.2616,89.4568,,,2011-01-24,2011-02-05,2011-01-31
310,20110124,20110205,20110131,16519,1,6,9,SO43817,1,1,1,3578.27,3578.27,0.0,0.0,2171.2942,2171.2942,3578.27,286.2616,89.4568,,,2011-01-24,2011-02-05,2011-01-31
312,20110124,20110205,20110131,16528,1,6,9,SO43818,1,1,1,3578.27,3578.27,0.0,0.0,2171.2942,2171.2942,3578.27,286.2616,89.4568,,,2011-01-24,2011-02-05,2011-01-31
346,20110124,20110205,20110131,11006,1,6,9,SO43819,1,1,1,3399.99,3399.99,0.0,0.0,1912.1544,1912.1544,3399.99,271.9992,84.9998,,,2011-01-24,2011-02-05,2011-01-31
312,20110125,20110206,20110201,27651,1,100,4,SO43820,1,1,1,3578.27,3578.27,0.0,0.0,2171.2942,2171.2942,3578.27,286.2616,89.4568,,,2011-01-25,2011-02-06,2011-02-01
310,20110125,20110206,20110201,27663,1,100,4,SO43821,1,1,1,3578.27,3578.27,0.0,0.0,2171.2942,2171.2942,3578.27,286.2616,89.4568,,,2011-01-25,2011-02-06,2011-02-01
313,20110125,20110206,20110201,27669,1,100,4,SO43822,1,1,1,3578.27,3578.27,0.0,0.0,2171.2942,2171.2942,3578.27,286.2616,89.4568,,,2011-01-25,2011-02-06,2011-02-01
342,20110125,20110206,20110201,19942,1,98,10,SO43823,1,1,1,699.0982,699.0982,0.0,0.0,413.1463,413.1463,699.0982,55.9279,17.4775,,,2011-01-25,2011-02-06,2011-02-01
338,20110125,20110206,20110201,14558,1,100,1,SO43824,1,1,1,699.0982,699.0982,0.0,0.0,413.1463,413.1463,699.0982,55.9279,17.4775,,,2011-01-25,2011-02-06,2011-02-01
313,20110125,20110206,20110201,16349,1,6,9,SO43825,1,1,1,3578.27,3578.27,0.0,0.0,2171.2942,2171.2942,3578.27,286.2616,89.4568,,,2011-01-25,2011-02-06,2011-02-01
348,20110125,20110206,20110201,11008,1,6,9,SO43826,1,1,1,3374.99,3374.99,0.0,0.0,1898.0944,1898.0944,3374.99,269.9992,84.3748,,,2011-01-25,2011-02-06,2011-02-01
338,20110125,20110206,20110201,25250,1,6,9,SO43827,1,1,1,699.0982,699.0982,0.0,0.0,413.1463,413.1463,699.0982,55.9279,17.4775,,,2011-01-25,2011-02-06,2011-02-01
310,20110126,20110207,20110202,27605,1,100,1,SO43828,1,1,1,3578.27,3578.27,0.0,0.0,2171.2942,2171.2942,3578.27,286.2616,89.4568,,,2011-01-26,2011-02-07,2011-02-02
310,20110126,20110207,20110202,27611,1,100,4,SO43829,1,1,1,3578.27,3578.27,0.0,0.0,2171.2942,2171.2942,3578.27,286.2616,89.4568,,,2011-01-26,2011-02-07,2011-02-02
